id,label_0,label_1,label_2,label_3,label_4
161,9.0022594e-11,1.0,2.8739464e-09,7.583981e-09,2.754983e-10
417,0.00065272715,5.382492e-11,0.00018401623,8.243888e-08,0.99916315
528,1.13036525e-10,4.448987e-11,1.2754169e-06,3.4014954e-15,0.9999987
13,4.4931243e-05,0.001852281,1.9619879e-08,0.9981027,2.3663901e-10
286,3.7219572e-10,3.354269e-11,1.0,2.059294e-10,5.3917574e-08
464,1.1797732e-13,7.702976e-15,1.10358535e-07,2.5985494e-20,0.9999999
401,4.907027e-06,1.2699061e-09,0.00030155297,3.0193554e-09,0.99969363
74,6.632337e-07,3.3538028e-10,0.00014637617,0.9998529,1.5437618e-09
328,1.0,1.797003e-08,3.1455571e-10,1.1792882e-08,7.1585277e-10
447,4.6543056e-07,1.5049505e-12,3.000746e-06,3.756631e-12,0.99999654
280,3.2947232e-06,0.0002920386,0.4964133,0.5031873,0.00010406959
235,1.0895675e-23,8.295621e-20,1.0,9.4972955e-30,2.6207278e-10
419,1.1431828e-14,6.175701e-13,4.563357e-08,6.1985025e-20,1.0
182,9.0860885e-07,0.960011,0.036910467,0.0026637018,0.00041386278
116,3.1146334e-07,0.9650854,0.0002811124,0.034631394,1.8030768e-06
224,0.033953387,1.3359983e-05,0.010937941,0.95509434,9.621821e-07
474,8.6064364e-11,1.1610685e-14,1.4443121e-06,1.2596476e-18,0.99999857
534,1.5235734e-08,2.0071018e-11,1.7678617e-06,4.556238e-14,0.9999982
404,1.13223605e-05,3.5513722e-13,1.0637747e-06,2.3841286e-13,0.9999876
50,1.3255668e-06,1.3882268e-05,2.996377e-09,0.99998486,1.035764e-11
290,1.0,8.5329625e-14,4.199639e-13,6.5246517e-11,6.2541777e-12
245,5.2374618e-17,6.6835995e-18,1.0,9.304573e-13,1.3891382e-12
500,1.1766962e-08,9.842293e-11,3.1317668e-06,1.5556187e-13,0.9999969
109,3.390065e-07,0.99983096,9.145e-05,7.24737e-05,4.7125654e-06
1,5.6904944e-05,4.353477e-07,1.3303071e-07,0.9999424,4.417962e-09
2,0.00026342206,0.00028246755,0.88327116,0.11617182,1.1192089e-05
450,1.1190512e-08,1.11146435e-14,7.459658e-07,1.5643663e-14,0.9999993
66,0.00024945306,4.0169496e-08,4.3120593e-07,0.99974924,8.92426e-07
476,1.14026655e-08,5.169932e-10,3.2873565e-06,1.0005786e-11,0.99999666
9,1.0114499e-06,3.2558194e-09,9.472342e-07,0.9999981,7.428061e-10
32,1.4135911e-07,9.624793e-09,6.649688e-10,0.9999999,4.4699119e-13
287,6.781376e-08,3.753176e-12,0.9999995,3.1982697e-07,1.5692091e-09
212,2.4219842e-21,1.4407743e-23,1.0,1.4407589e-29,6.092084e-10
15,0.0084568905,0.0036924146,4.134797e-06,0.98784655,6.7812636e-08
509,4.988671e-10,5.3056795e-12,5.0605913e-06,2.1626915e-15,0.999995
388,1.5595669e-11,3.4648777e-11,7.867033e-05,8.519949e-14,0.9999213
186,1.1642777e-06,0.9869279,0.011624246,0.0009789173,0.00046770487
227,0.18937124,3.3387143e-05,0.44458812,0.3660006,6.5743056e-06
91,0.61863106,5.7560136e-08,0.36509138,0.0162702,7.270131e-06
314,0.9999516,7.246374e-06,2.1230422e-09,4.1093343e-05,3.799822e-08
256,9.196452e-17,3.20101e-17,1.0,5.0232902e-17,1.6904842e-11
154,1.6190617e-12,0.9999994,5.7390577e-07,2.6867387e-08,2.402059e-09
357,0.99999917,3.1045078e-12,8.440969e-07,4.250319e-11,1.07577544e-10
512,2.3361413e-20,3.83377e-16,1.1027349e-08,1.4073638e-27,1.0
261,1.4507237e-15,9.308724e-17,0.9999999,2.6217475e-21,7.209328e-08
510,3.5064331e-09,1.8037187e-12,4.4811836e-07,1.1638795e-13,0.9999995
395,7.5348344e-10,1.2612861e-10,2.6184878e-06,1.7428028e-13,0.9999974
277,3.868387e-13,8.490509e-14,1.0,4.0412885e-13,5.837482e-11
169,1.0013486e-08,0.99998987,1.7597275e-06,8.144001e-06,2.5184357e-07
18,0.032911826,0.2595338,2.2759566e-06,0.7075515,6.100969e-07
198,3.5940698e-07,0.61643505,0.31336713,2.5941932e-05,0.07017153
486,1.1538657e-06,1.3431365e-08,6.164947e-05,2.2367116e-10,0.9999372
407,3.236356e-10,1.3343857e-14,6.576744e-07,1.2571392e-16,0.9999993
143,3.9948996e-13,1.0,1.1488246e-10,1.5825169e-08,2.2638779e-12
403,5.588789e-18,1.1614528e-11,4.3559782e-09,1.0171322e-22,1.0
358,1.0,1.491967e-14,2.5067734e-12,5.9800186e-11,5.072863e-11
209,1.4079262e-07,0.99989545,6.2209554e-05,2.6302174e-05,1.5825832e-05
119,2.443541e-06,0.99982786,0.00013177039,2.7777085e-05,1.0168021e-05
495,5.2274224e-08,1.8317088e-10,6.4078754e-06,2.7228556e-12,0.99999356
393,1.3943955e-08,3.0349038e-06,0.0008197288,1.1638014e-09,0.9991773
515,5.959936e-17,1.7991222e-12,6.549511e-08,1.919926e-22,0.9999999
88,1.9214094e-07,2.912234e-10,1.8645738e-09,0.99999976,5.1319463e-14
463,1.930564e-08,7.313386e-15,1.6528383e-06,3.2721103e-14,0.99999833
145,1.9866605e-11,0.9999982,1.3603956e-06,4.1671854e-07,1.656927e-08
21,2.162076e-06,9.726555e-08,3.3348593e-09,0.99999774,4.593009e-12
497,8.333734e-09,4.3100692e-10,5.1099164e-06,7.245376e-13,0.9999949
70,0.00011385975,0.16582,0.0025259517,0.8314824,5.7844234e-05
60,2.7767625e-08,5.4432483e-11,9.347107e-08,0.9999999,1.6716075e-12
92,0.00039174088,2.1274948e-09,0.00054326386,0.99906033,4.656528e-06
223,3.027708e-10,1.3267274e-14,1.0,9.3654e-12,5.090661e-10
175,3.181929e-08,0.9999752,1.9283969e-05,5.2712903e-06,1.9998718e-07
456,8.582695e-11,1.7886896e-12,7.779607e-06,1.057138e-14,0.99999225
123,6.7184196e-08,0.99920815,5.5785443e-07,0.000791246,8.144447e-09
370,1.0,7.1469306e-14,7.452587e-13,3.1283495e-10,7.558313e-11
