id,label_0,label_1,label_2,label_3,label_4
100,1.0515262e-09,1.0,2.18205e-32,8.979715e-32,6.8391404e-35
153,0.0017361584,2.4236269e-09,0.99822444,3.9199735e-05,2.8516834e-07
32,0.99998426,1.4787032e-05,9.018101e-07,1.9000001e-13,6.471463e-12
239,1.795472e-11,2.2926695e-05,3.3566937e-11,1.536915e-07,0.9999769
11,0.9999677,2.6673266e-05,5.6589865e-06,6.5127135e-12,1.9485741e-10
213,3.333075e-09,1.3567122e-10,0.0019179563,0.99803394,4.80462e-05
7,0.9999677,2.6673266e-05,5.6589865e-06,6.5127135e-12,1.9485741e-10
101,1.0515262e-09,1.0,2.18205e-32,8.979715e-32,6.8391404e-35
74,0.00020029992,0.99978346,2.985073e-09,1.6412941e-06,1.46197e-05
144,0.0027779401,1.0005448e-07,0.99688905,0.0003205121,1.2429427e-05
264,1.4018854e-12,7.2996368e-06,2.4624183e-12,2.2042771e-08,0.9999927
83,0.00020029992,0.99978346,2.985073e-09,1.6412941e-06,1.46197e-05
244,6.664713e-11,2.526836e-05,2.0935252e-10,4.828204e-07,0.99997425
220,3.333075e-09,1.3567122e-10,0.0019179563,0.99803394,4.80462e-05
8,0.9999677,2.6673266e-05,5.6589865e-06,6.5127135e-12,1.9485741e-10
216,3.333075e-09,1.3567122e-10,0.0019179563,0.99803394,4.80462e-05
238,1.6107181e-10,2.1646956e-05,5.83208e-10,6.9416933e-07,0.9999777
141,0.0027779401,1.0005448e-07,0.99688905,0.0003205121,1.2429427e-05
270,6.4016466e-12,9.713532e-06,2.7114769e-11,2.3833482e-07,0.9999901
198,8.951557e-16,2.090452e-13,1.4016503e-08,0.99999833,1.6127143e-06
99,1.0515262e-09,1.0,2.18205e-32,8.979715e-32,6.8391404e-35
188,2.829237e-14,2.9749442e-11,1.7145453e-08,0.9999827,1.7234004e-05
215,3.333075e-09,1.3567122e-10,0.0019179563,0.99803394,4.80462e-05
223,2.575205e-11,3.427998e-05,9.069513e-11,1.509748e-06,0.99996424
36,0.99968994,0.00030976994,3.4609724e-07,7.0757034e-13,4.0882096e-14
69,0.00020029992,0.99978346,2.985073e-09,1.6412941e-06,1.46197e-05
87,1.0515262e-09,1.0,2.18205e-32,8.979715e-32,6.8391404e-35
129,0.0012716647,1.1347341e-09,0.99866676,5.9078542e-05,2.5848385e-06
75,0.00020029992,0.99978346,2.985073e-09,1.6412941e-06,1.46197e-05
151,0.0027779401,1.0005448e-07,0.99688905,0.0003205121,1.2429427e-05
123,0.0012716647,1.1347341e-09,0.99866676,5.9078542e-05,2.5848385e-06
54,0.00020029992,0.99978346,2.985073e-09,1.6412941e-06,1.46197e-05
16,0.9999677,2.6673266e-05,5.6589865e-06,6.5127135e-12,1.9485741e-10
200,8.951557e-16,2.090452e-13,1.4016503e-08,0.99999833,1.6127143e-06
139,0.0027779401,1.0005448e-07,0.99688905,0.0003205121,1.2429427e-05
68,0.00020029992,0.99978346,2.985073e-09,1.6412941e-06,1.46197e-05
30,0.99998426,1.4787032e-05,9.018101e-07,1.9000001e-13,6.471463e-12
268,4.0636688e-10,7.2207395e-06,7.2078765e-09,3.0066694e-06,0.99998975
49,0.99968994,0.00030976994,3.4609724e-07,7.0757034e-13,4.0882096e-14
145,0.0027779401,1.0005448e-07,0.99688905,0.0003205121,1.2429427e-05
111,1.0515262e-09,1.0,2.18205e-32,8.979715e-32,6.8391404e-35
258,1.4214764e-09,4.0154205e-06,9.028452e-08,1.6008253e-05,0.99997985
120,0.0012716647,1.1347341e-09,0.99866676,5.9078542e-05,2.5848385e-06
124,0.0012716647,1.1347341e-09,0.99866676,5.9078542e-05,2.5848385e-06
248,2.4244312e-10,4.6870204e-07,2.2057873e-07,0.00034356627,0.9996557
4,0.9999677,2.6673266e-05,5.6589865e-06,6.5127135e-12,1.9485741e-10
12,0.9999677,2.6673266e-05,5.6589865e-06,6.5127135e-12,1.9485741e-10
73,0.00020029992,0.99978346,2.985073e-09,1.6412941e-06,1.46197e-05
192,2.829237e-14,2.9749442e-11,1.7145453e-08,0.9999827,1.7234004e-05
121,0.0012716647,1.1347341e-09,0.99866676,5.9078542e-05,2.5848385e-06
133,0.0027779401,1.0005448e-07,0.99688905,0.0003205121,1.2429427e-05
180,1.4543359e-12,2.491769e-14,8.9722016e-05,0.99991024,5.7295506e-09
205,1.7030531e-11,5.8195e-12,0.00016455157,0.9997992,3.631386e-05
85,0.00020029992,0.99978346,2.985073e-09,1.6412941e-06,1.46197e-05
232,2.125117e-12,3.3078213e-05,1.1441036e-12,3.40234e-08,0.99996686
